linename,stationname,stationgeo
高峰专线141路(楼岗社区-新飞燕分厂),"['楼岗社区', '居乐苑', '山门居委会', '鹏鼎控股', '新飞燕分厂']","['113.86270501398702,22.77172001864803', '113.85994802454725,22.77352396973635', '113.86035603490976,22.779746974330553', '113.86076997408861,22.796556006835562', '113.864047980724,22.807724995401205']"
高峰专线141路(新飞燕分厂-楼岗社区),"['新飞燕分厂', '鹏鼎控股', '山门居委会', '居乐苑', '楼岗社区']","['113.86388700437666,22.80781402842129', '113.86046499936808,22.79753603105762', '113.86021302467262,22.779705988960814', '113.85974599563812,22.77464903185025', '113.8637660026245,22.771604969503837']"
1路(火车站-布心总站),"['火车站', '人民南地铁站', '罗湖小学②', '国贸', '东门③', '东门中①', '儿童公园①', '洪湖沃尔玛', '田贝新村', '田贝四路', '五方广场', '百仕达花园', '百仕达东郡', '水库', '布心总站']","['114.1254479670888,22.537960010982623', '114.12537601281748,22.541301978958305', '114.12524099749936,22.544067988685907', '114.12519401612123,22.546851883390644', '114.12822103619719,22.5538699064958', '114.12976603184329,22.55651500603547', '114.12795396996917,22.56254297114268', '114.1262220369465,22.564930003027804', '114.12741301039124,22.569092962035974', '114.13250397720626,22.572513009497445', '114.13880603950942,22.574528020693055', '114.14171295613873,22.57553401339039', '114.14433097771617,22.575163003347285', '114.14933498855784,22.57497503677614', '114.1496479581974,22.578961991601165']"
1路(布心总站-火车站),"['布心总站', '布心小学', '彩世界家园', '水库', '太宁小学', '百仕达东郡', '百仕达花园', '五方广场', '田贝四路', '田贝新村', '洪湖沃尔玛', '深圳中学', '晒布路', '东门③', '金城大厦②', '金光华广场', '罗湖小学②', '人民南地铁站', '火车站']","['114.14968595652047,22.57902698127697', '114.1473500028731,22.580770011167743', '114.14967203278508,22.5835030184398', '114.14912900710446,22.575410037581037', '114.14623601421054,22.57410895221188', '114.14459597784152,22.575095008368137', '114.14191498504786,22.575647977594752', '114.13808703577948,22.574335965180424', '114.13275999427651,22.572751038001474', '114.1274379832844,22.56950503758346', '114.1258750215281,22.565901023856664', '114.12708297294698,22.56010199612073', '114.1274599917694,22.55635496645528', '114.12833197692763,22.554298966822', '114.12876298391117,22.54916300440128', '114.12632399462184,22.54631298335497', '114.12512403812201,22.54377700369681', '114.12524602801022,22.541473969552438', '114.12569095872917,22.53803904016098']"
627路(观澜黎光村-茜坑老村总站),"['观澜黎光村', '黎光会所', '黎光社区工作站', '黎光工业区', '黎光村', '捷坤工业区', '观湖园', '库坑天桥', '围仔小区', '银星工业区', '长安桥', '新石桥村', '观澜交管所', '松元公园', '观澜汽车站①', '岗头村', '吉盛酒店', '观澜中心小学', '龙华中心医院①', '银河新村', '观澜二小', '观澜交警中队', '田背路口', '茜坑老村综合市场', '茜坑老村总站']","['114.04487104083701,22.767989993789868', '114.0455439614943,22.764603032251188', '114.04411601505613,22.76168688142367', '114.04283601953539,22.75961699430075', '114.04255799398013,22.759124929040084', '114.04037502176105,22.75175598311714', '114.0398000164043,22.751073000287356', '114.03853798699375,22.746680897416162', '114.04019904371171,22.742853022318986', '114.05350797882095,22.735816011942905', '114.05488696760885,22.73632799474233', '114.06667695793178,22.74000698076986', '114.07006401885602,22.736519987792153', '114.07722800529572,22.72782002896215', '114.07579502834668,22.72726601262467', '114.06689704278165,22.725816042456355', '114.06262595940531,22.721906987440324', '114.0620910184743,22.721461038304913', '114.05391697731949,22.71839394183861', '114.05118100822865,22.716055027784144', '114.05003998057026,22.712408978178267', '114.04870204434415,22.707408929048597', '114.04796498467344,22.705366882900805', '114.03690298113558,22.69505199543521', '114.03483696829386,22.689546983145345']"
627路(茜坑老村总站-观澜黎光村),"['茜坑老村总站', '茜坑老村综合市场', '茜坑老围', '田背路口', '观澜交警中队', '观澜二小', '龙华中心医院②', '观澜中心小学', '吉盛酒店②', '岗头村', '观澜汽车站①', '观澜交管所', '新石桥村', '长安桥', '观澜爱心家园', '围仔小区', '库坑天桥', '观湖园', '捷坤工业区', '黎光工业区', '黎光工业区工作站', '黎光会所', '观澜黎光村']","['114.03492401409777,22.689559987178082', '114.03646900974385,22.69446191843757', '114.03901597535545,22.69710803400587', '114.0472130131313,22.698825043190595', '114.04879403082835,22.707340000074872', '114.04988502286984,22.711314985782753', '114.05314596170054,22.718069993319887', '114.05848198625858,22.7196579753727', '114.06290596123267,22.722040996910035', '114.06771198554002,22.726291895061685', '114.06949997282649,22.72660399012567', '114.07488100249059,22.73259199237038', '114.07125202789257,22.736557986384266', '114.0620259811554,22.7371128812745', '114.0518300339594,22.73836199058452', '114.04981800927882,22.741666033210485', '114.04034501835703,22.742850022570252', '114.03893099565424,22.746044967211915', '114.0417380207109,22.753364982692606', '114.0421109971585,22.75791000506649', '114.04445997623577,22.762062963609818', '114.0456269649234,22.765021012595792', '114.04495799681034,22.768082885348683']"
122路(塘朗小学-荔山工业园总站),"['塘朗小学', '塘朗村口', '学苑丽水路口', '丽水路南', '平山村南', '红花岭', '西丽劳力市场', '南方科技大学医院', '石鼓花园', '西丽派出所', '茶光石鼓路口', '茶光路中', '第二高级中学', '直升机场', '麒麟花园', '玉泉艺园路口', '玉泉南山路口', '南山公安分局', '南山文体中心', '市六医院', '桃园南新路口', '田厦村', '南山市场②', '南山市场①', '向南村', '鼎太风华', '南山村西', '南山党校', '城市山林西', '城市山林东', '东滨路中', '荔秀文化街', '蛇口沃尔玛', '蛇口人民医院', '蛇口税务办税大厅', '蛇口体育中心', '花果山', '公园南路', '南海玫瑰园', '潜龙湾', '海上世界地铁站', '蛇口港地铁站', '蛇口交警大队', '龙瑞佳园天桥', '龙瑞佳园', '万豪月半山', '荔山工业园', '荔山工业园总站']","['113.99954802448211,22.59843097732276', '113.99425197451923,22.597460021562252', '113.99020699463968,22.5962599140062', '113.98911402632605,22.59169995935053', '113.97487103314786,22.588887950098353', '113.97073496508963,22.58816301972875', '113.96433399934985,22.586722991244248', '113.9568239856278,22.586410991407462', '113.95470901513582,22.5826820374945', '113.95482597451318,22.575689942427843', '113.9539500368107,22.57413898702546', '113.94964203307791,22.57412196729858', '113.94460703069615,22.574142991666776', '113.9403900253115,22.562974924468126', '113.93764498333502,22.55194896467024', '113.93389895952909,22.55192401502847', '113.93209399426848,22.55194896467024', '113.93004603736753,22.548547927600527', '113.93103803614187,22.540863030607884', '113.93014000012383,22.538166888745437', '113.92672203749004,22.53837201370449', '113.92528501816622,22.536265003513734', '113.92538796397761,22.53282201477748', '113.9257109946389,22.531865947430557', '113.92474998740464,22.529391958565007', '113.92028100732453,22.52581993496226', '113.91675102599368,22.521466947379764', '113.91679603109972,22.518463024625813', '113.92034397854076,22.517812003233974', '113.9232190053245,22.51699797173679', '113.92599396087445,22.513772012287575', '113.9279890075809,22.512215010974536', '113.92934499974776,22.50856399284929', '113.9275749785715,22.5039890020189', '113.92804299574203,22.50172302729924', '113.92973100162529,22.499945013032246', '113.93132603288825,22.49815896190419', '113.9311010073581,22.49322891902183', '113.9292460064806,22.492520009353928', '113.92523498254933,22.492034990142326', '113.92187397248485,22.491572008065187', '113.91812103172651,22.482643978037714', '113.91180998636824,22.482893934739543', '113.90961102431108,22.48475298382056', '113.90694700949157,22.487670992099446', '113.89964899586982,22.49421589347397', '113.89912797867422,22.497659020344514', '113.90080700150236,22.500066970524003']"
122路(南山茘山工业园总站-中科院研究院),"['南山茘山工业园总站', '茘山工业园', '万豪月半山', '龙瑞佳园', '龙瑞佳园天桥', '蛇口港交警大队', '蛇口港地铁站', '海上世界', '潜龙湾', '南海玫瑰园', '公园南路', '花果山', '蛇口体育中心', '蛇口国税办税大厅', '蛇口人民医院', '蛇口沃尔玛①', '荔秀文化街', '东滨路中', '城市山林东', '城市山林西', '南山党校', '南山村西', '鼎太风华', '向南村', '南山市场①', '南山市场②', '田厦村', '桃园南新路口', '市六医院', '南山文体中心', '南山公安分局', '玉泉南山路口', '玉泉艺园路口', '汇金家园', '直升机场', '第二高级中学', '茶光路中', '茶光石鼓路口', '西丽派出所', '石鼓花园', '南方科技大学医院', '西丽劳力市场', '红花岭', '平山村南', '丽水路南', '学苑丽水路口', '塘朗村口', '中科院研究院']","['113.90079604217513,22.50008692112319', '113.89881096665984,22.497690991949952', '113.8993680059064,22.4943558874973', '113.90591198188332,22.48820302747033', '113.90868801539987,22.485411008344506', '113.91202504070725,22.482605908439858', '113.91826799450789,22.48260991576645', '113.92250404396934,22.49071198923677', '113.92552199115966,22.49212698531255', '113.92762402605231,22.492485949541166', '113.93125300065033,22.493399884910964', '113.93144595667381,22.49747395218394', '113.92971698805933,22.500031994361926', '113.92823900600425,22.501584960728255', '113.92740798357723,22.50307897719406', '113.92936700823275,22.508207992287698', '113.92806401609096,22.512285958670034', '113.92645595939808,22.513545983606175', '113.92360895974625,22.51673088354883', '113.92090002965125,22.51794896837678', '113.91683995823914,22.518558006718276', '113.91671401580669,22.521233002501518', '113.92040596162093,22.525781877385338', '113.9245609839254,22.52890790476483', '113.92592200660312,22.531177935326443', '113.9254140148374,22.53305101594838', '113.92532400462534,22.535971915552363', '113.92650599501498,22.538271036851047', '113.92893501311313,22.538138014336702', '113.93103300563101,22.542039008450107', '113.93040401211313,22.54777588588398', '113.93150901772059,22.55188988658134', '113.93381002728364,22.551840988595753', '113.93446902420554,22.553670979585526', '113.9407439576823,22.562895993172628', '113.94154803094402,22.574075913909294', '113.94671697067727,22.573950935611386', '113.95058498437142,22.57395894490494', '113.9549909932353,22.57598603190662', '113.95489199996814,22.581613027959865', '113.95751496222586,22.58610199407305', '113.96306199874815,22.586281019072004', '113.97314601707762,22.58811597002937', '113.97614096764688,22.588211988104273', '113.98918499246132,22.591670011828906', '113.98928802810329,22.596094999532237', '113.99407204392564,22.597221035254687', '113.99893996148259,22.59840194884894']"
932路(大康福田村-腾昌花园),"['大康福田村', '弘文小学', '大万村', '大凤村', '园山路口', '大康市场', '乐知福广场', '大康村委', '莘塘路口', '上中村', '328工业区', '大康路口', '横岗医院', '横岗商业街', '横岗大厦', '新世界广场', '隆盛花园', '排榜市场', '腾昌一路', '腾昌花园']","['114.25195696083107,22.65290700243466', '114.24994897852527,22.652426973049103', '114.24809900815863,22.65203199189063', '114.2463919581986,22.651740987515165', '114.24405600455121,22.651499011482002', '114.24307999561493,22.651456986654885', '114.23952800579913,22.65108601693206', '114.23494601888589,22.64924399424106', '114.23353603855789,22.649002013756522', '114.23266602967176,22.650532020250434', '114.22618403677501,22.652053004216803', '114.22005804235174,22.65260399294196', '114.21857601792186,22.6535869786219', '114.21667098142748,22.650610984093827', '114.21428202775505,22.65162800427287', '114.21275499821913,22.653204007780612', '114.20831700967909,22.65473796917637', '114.20470600119128,22.656571996255337', '114.20133699620777,22.65769002687924', '114.19879497127647,22.658822972968256']"
932路(腾昌花园-大康福田村),"['腾昌花园', '腾昌一路', '排榜市场', '隆盛花园', '新世界广场', '横岗大厦', '横岗商业城', '横岗医院', '大康路口', '328工业区', '上中村', '莘塘路口', '大康村委', '乐知福广场', '大康市场', '园山风景区', '大凤村', '大万村', '弘文小学', '大康福田村']","['114.19888902386334,22.65879203969683', '114.20103804013415,22.65782001432998', '114.20416001110249,22.65673592018213', '114.20862899118261,22.65448899450424', '114.21221296067459,22.653883982479794', '114.21409904292271,22.651658021970036', '114.21630501176284,22.650007038767807', '114.21835296866381,22.653742901559276', '114.22123203782233,22.651679034354096', '114.22657201492463,22.651978960767273', '114.23260602286372,22.65071196102199', '114.23341503680574,22.64893188769813', '114.23453297801254,22.64911499918461', '114.23880495969438,22.650779000988955', '114.24232595797012,22.651371019160454', '114.24433403010647,22.651503931054165', '114.2460579682101,22.651658021970036', '114.24792698265352,22.651971039449887', '114.24972296485903,22.65231290641081', '114.25194501336779,22.652826038764672']"
高快巴士863号(公坑廊新能源公交场站-文锦渡客运站),"['公坑廊新能源公交场站', '观澜汽车站②', '吉盛酒店', '观澜中心小学', '荷叶榕市场', '观澜天虹商场', '大和路口', '富士施乐', '龙华花半里', '华富路①', '上海宾馆东', '兴华宾馆东', '新闻大厦', '地王大厦', '人民桥', '门诊部①', '湖贝地铁站', '京鹏大厦', '文锦渡客运站']","['114.095338024032,22.7137019881081', '114.0700149713752,22.726660992190403', '114.06201600996422,22.72141503487184', '114.05831903363915,22.71968097738997', '114.05529596610741,22.71708497503718', '114.0560509918883,22.700428004444284', '114.05610498004943,22.694934963840645', '114.0559249596253,22.690497024481967', '114.05467703361124,22.68174000354502', '114.08768500007282,22.549038003262698', '114.09169099349326,22.5462719273963', '114.10073297743149,22.546601876763592', '114.10799999951317,22.546880922849002', '114.11631803904116,22.547957881844344', '114.12061202920799,22.54872091040803', '114.12712501364483,22.549794016410992', '114.13218696519188,22.550598923817663', '114.13533103447577,22.551111939246848', '114.1359240059427,22.546300966978098']"
高快巴士863号(文锦渡客运站-公坑廊新能源公交场站),"['文锦渡客运站', '京鹏大厦', '湖贝地铁站', '门诊部①', '人民桥', '深圳书城', '兴华宾馆东', '上海宾馆', '华富路②', '海外装饰大厦①', '清湖路口', '龙华花半里', '富士施乐', '大和路口', '观澜天虹商场', '荷叶榕市场', '吉盛酒店②', '观澜汽车站①', '公坑廊新能源公交场站']","['114.13571002957029,22.54638800223941', '114.13541295993825,22.551252959740783', '114.13094397985815,22.55052699469467', '114.12468297011677,22.549534001765597', '114.11919899464125,22.548644974904494', '114.1149860316314,22.54780600994554', '114.10058197227532,22.546768019402926', '114.089913965534,22.546354039301285', '114.08787499168812,22.549011968298196', '114.0878299865821,22.55074002828634', '114.04409598284326,22.6803839980834', '114.05460202510118,22.681297006572656', '114.05619597839757,22.693055025799595', '114.05638102933256,22.697200974280673', '114.05617801228738,22.702235991268594', '114.05541499158744,22.71725899351071', '114.06279403236617,22.721954990847717', '114.06949997282649,22.72661799063502', '114.09534503081498,22.713712989557656']"
m382路(恒生医院总站-留仙二路公交总站),"['恒生医院总站', '玉湖湾花园', '碧海公馆', '富通城二期', '圣淘沙', '永丰路口', '坪洲地铁站', '西乡步行街', '西乡径贝村', '流塘旧村', '前进天虹商场', '永联学校', '上合市场', '上华村', '新安交警中队', '新安税务', '新福市场①', '兴东地铁站', '金威啤酒厂', '留仙三路', '长丰工业园', '留仙二路公交总站']","['113.85958798369897,22.581956990660306', '113.85818698642608,22.57793099590835', '113.8607870418933,22.57569102700586', '113.86682796678481,22.575107022207412', '113.86997203606869,22.578457006580987', '113.8731840172491,22.57826103551466', '113.87600900841595,22.576028997782032', '113.88216204183507,22.578086004498466', '113.8892450011178,22.577231035654133', '113.89856501061129,22.58521896191831', '113.9010850270576,22.5845950380611', '113.9050109814571,22.583249992323065', '113.90860797637899,22.586353012749395', '113.91043602809118,22.587403965945047', '113.914559969025,22.583245987949482', '113.91796903843425,22.581168035876864', '113.92277497291104,22.58521896191831', '113.92621503386039,22.588121976374875', '113.92822696871042,22.5898360263964', '113.93194200097625,22.588513973267702', '113.93209004172425,22.587308030722273', '113.9296869846553,22.58488902259599']"
m382路(华测检测-恒生医院),"['华测检测', '长丰工业园', '留仙三路', '金威啤酒厂', '兴东地铁站', '新福市场①', '新安税务', '新安交警中队', '上华村', '上合市场', '永联学校', '前进天虹商场', '流塘旧村', '西乡径贝村', '河东', '西乡步行街', '坪洲地铁站', '永丰路口', '圣淘沙', '富通城二期', '碧海公馆', '玉湖湾花园', '恒生医院']","['113.92976495757354,22.585230974864647', '113.93133196170461,22.58653303848757', '113.93228398588379,22.588438977567257', '113.92887500630509,22.590549018801656', '113.92725796655712,22.589155981488897', '113.9247920281025,22.5870620191334', '113.91999103430601,22.583050023773595', '113.91583196962674,22.581990027051496', '113.91144401670358,22.586402982846092', '113.90818298804236,22.586089981203553', '113.90483697967989,22.583200021069338', '113.90157604084919,22.584304973810283', '113.89824296808607,22.58508898844505', '113.89051798985557,22.57848996039374', '113.88602197077961,22.575771035468264', '113.88257696914998,22.578285980336123', '113.87653101374764,22.5757750400616', '113.87313101722404,22.578423969332857', '113.86972203764535,22.57886596700415', '113.8657739849303,22.57469004124948', '113.86127796585434,22.57557497710879', '113.85780098454856,22.57839001437504', '113.85962499388599,22.581831018489073']"
m445区间(沙湾天桥-五中队(华英学校)),"['沙湾天桥', '东湾派出所', '梧桐山杨梅坑(大望学校)', '新田村', '五中队(华英学校)']","['114.17029497135414,22.613945977056346', '114.17091695808904,22.611317006109708', '114.18188499887059,22.610316032080394', '114.18657002142578,22.60572802202151', '114.19088898448577,22.603687030973052']"
m445区间(五中队-沙湾天桥),"['五中队', '新田村', '梧桐山杨梅坑(大望学校)', '东湾派出所', '沙湾天桥']","['114.19126402703607,22.60369503851748', '114.18655699599589,22.60582703045338', '114.18211002440077,22.61025597840883', '114.1711220412369,22.611197983919194', '114.16982300163934,22.614947007772106']"
m152路(茜坑新村总站-火车站),"['茜坑新村总站', '茜坑新村路口', '福苑工业区', '福民派出所', '观澜交警中队', '田背路口', '竹村', '宝湖新村', '龙华汽车站', '人民医院龙华分院', '龙华天虹商场', '龙华市场', '龙华街道办', '华富市场', '电信大厦', '风和日丽北', '油松工业区', '万众城', '牛栏前', '水尾', '东边②', '民康路口', '横岭二区', '横岭', '惠鑫公寓②', '民乐地铁站④', '笔架山水厂', '市救助站', '银湖汽车站②', '泥岗村②', '八卦路', '上林苑', '市检察院①', '建设集团', '荔枝公园①', '骨科医院', '蔡屋围新七坊', '都市名苑', '金威大厦', '罗湖小学②', '火车站']","['114.03962700276314,22.703918011640347', '114.04052099640637,22.70427600089053', '114.04277996527158,22.705838973368234', '114.04666100439559,22.708109968890216', '114.04871399180743,22.70746802290501', '114.04701098422217,22.699775019450655', '114.04626997200724,22.690448009614173', '114.04096098644501,22.678102033517057', '114.03730497285116,22.675475971880775', '114.03025803561938,22.67039802480776', '114.02684402552983,22.669238996687564', '114.0241720157913,22.66536699392626', '114.02732003761942,22.661907009739004', '114.03138999039213,22.657162988607645', '114.0341070052367,22.653681032693257', '114.03712998293787,22.64891204226718', '114.04317998071502,22.646569010261743', '114.04388497087903,22.643003978519612', '114.04335101808408,22.640380989988223', '114.04418204051109,22.632693019392974', '114.04539403430475,22.629745004945406', '114.04763997774005,22.622706038631442', '114.04928396665332,22.619248970563085', '114.05219896803223,22.613306004132745', '114.0526839631769,22.60728403921196', '114.05676703121007,22.599652002748396', '114.08370299140951,22.57254796709208', '114.09075900152696,22.575647977594752', '114.0965389686679,22.57254396240389', '114.10544099660774,22.57133404059456', '114.10613700371663,22.566127967064073', '114.10676698537057,22.5649310042558', '114.11078699235695,22.564045999273958', '114.11086703137786,22.558104961526695', '114.11103797891634,22.550140979982935', '114.11208899636267,22.544674991222657', '114.11504900284763,22.544037029314502', '114.11720502590143,22.544805003237794', '114.12064104447596,22.54523801412007', '114.12513697372134,22.54378601614628', '114.125829028286,22.537853025263843']"
m152路(火车站-茜坑新村总站),"['火车站', '罗湖小学②', '金威大厦', '都市名苑', '蔡屋围新七坊', '骨科医院', '大剧院', '荔枝公园①', '建设集团', '旭飞花园', '八卦路', '八卦岭社康中心', '平安大厦②', '银湖汽车站①', '市救助站', '笔架山水厂', '梅龙天桥', '民乐地铁站①', '惠鑫公寓②', '横岭', '横岭二区', '民康路口', '东边', '水尾', '牛栏前', '万众城', '油松工业区', '风和日丽北', '龙泉酒店', '电信大厦', '华富市场', '龙华街道办', '龙华市场', '金龙华广场', '龙华天虹商场', '人民医院龙华分院', '龙华汽车站', '宝湖新村', '竹村', '田背路口', '观澜交警中队', '福民派出所', '福苑工业区', '茜坑新村总站']","['114.12575797232019,22.537876892599943', '114.12524099749936,22.544118975667704', '114.12055202239995,22.54533089139569', '114.11748898027302,22.544926002755467', '114.11560298785544,22.544132994998158', '114.11384698024513,22.54482603212718', '114.11120596204667,22.54922400291263', '114.11116499931542,22.551463989544867', '114.11100303483204,22.559286965229113', '114.11011002932486,22.565110891432912', '114.1061880274696,22.566308019531128', '114.10554600852181,22.568138984424223', '114.10170997450383,22.568026932916133', '114.09617201086719,22.57435899183306', '114.08874302430213,22.575943983735826', '114.08488498179915,22.573808937432844', '114.07920301978932,22.57588600062187', '114.05764898755947,22.600958015699206', '114.05167902880324,22.60881593346801', '114.05227703078103,22.61324903780576', '114.04986903303178,22.618360982529666', '114.04815803052747,22.621788966297366', '114.04548503265289,22.629795042499364', '114.04446096437185,22.632443003563882', '114.04349097408249,22.63891899899842', '114.04381903525463,22.64253792331459', '114.04364395551079,22.646539992066735', '114.03648401144588,22.64928401853876', '114.0351590108191,22.650433961601657', '114.03407295945789,22.653923922028167', '114.03150299722525,22.657154900834637', '114.02691301539296,22.66253691535639', '114.02425403108431,22.665443031046433', '114.02383200715586,22.66770194771415', '114.02592901153767,22.66893202182024', '114.03049698488495,22.67040702887177', '114.03733803049391,22.67535100342571', '114.04278400764636,22.679723913791005', '114.04651601788635,22.690973918213853', '114.0472219961864,22.698866969983694', '114.04876196132165,22.707306994169343', '114.04673700104172,22.708247992713712', '114.04287401785844,22.705905986076573', '114.03972303162212,22.703923012660844']"
b602路(杨美地铁站-樟坑径总站),"['杨美地铁站', '美家福百货', '华为荔枝苑东区', '宝利工业区', '雪象学校', '嘉霖华禧', '雪象新村', '象角塘', '宝吉路口', '亚洲工业区', '乐康家居', '侨安科技园', '致君制药', '民爱科技', '华润三九', '宝德科技', '樟坑径下围工业园', '樟坑径下围', '樟坑径市场', '上围村口', '樟坑径社区', '樟坑径总站']","['114.08803003921909,22.632436999175397', '114.08650696222743,22.635372946691852', '114.08647597068735,22.63793690780436', '114.0832320098308,22.647868985680596', '114.08226696022174,22.653534031487446', '114.08456204096841,22.655719021660044', '114.08398299323687,22.657665930410612', '114.08267497058424,22.660596996790925', '114.08508701070828,22.66560402616788', '114.07195800619263,22.67124798914069', '114.07251603357525,22.676400017909373', '114.07647297951485,22.683768984534534', '114.0777130004404,22.68718698061399', '114.07119498549271,22.68735803653976', '114.0646200179757,22.691363034246884', '114.06823497900776,22.692317897581752', '114.07822000407006,22.695231043576488', '114.08381698637868,22.693830994164884', '114.0844449917605,22.691246916404587', '114.08545603461165,22.688799999400707', '114.08605798913369,22.687090949122428', '114.08326398950692,22.687570022214384']"
b602路(樟坑径总站-杨美地铁站),"['樟坑径总站', '樟坑径社区', '上围村口', '樟坑径市场', '樟坑径下围村口', '樟坑径下围工业园', '宝德科技', '华润三九', '民爱科技', '致君制药', '侨安科技园', '乐康家居', '亚洲工业区', '宝吉路口', '象角塘', '雪象新村', '嘉霖华禧', '雪象学校', '宝利工业区', '华为荔枝苑东区', '美家福百货', '杨美地铁站']","['114.08324503526067,22.687549015390807', '114.0861470112097,22.68674900310239', '114.08480799701697,22.68992901776616', '114.08453401383652,22.691292013151998', '114.08308298094673,22.696456033262447', '114.07606802339107,22.69504299300845', '114.06879103011825,22.692304977171244', '114.06464597900494,22.691375954747222', '114.06790197715532,22.68860393736722', '114.07686302376715,22.687595030333448', '114.0763149675757,22.683793993355117', '114.07205196894894,22.676249039689743', '114.06985597129997,22.67246002322795', '114.08531203623845,22.666140953104506', '114.0827559977412,22.659554030009346', '114.0831729911588,22.658124012718368', '114.08459698505274,22.65596899463349', '114.08121001395905,22.652437979474044', '114.08484895974821,22.648197938359225', '114.08639395539431,22.639991977837564', '114.08636197571816,22.635472016926656', '114.08780896623317,22.63225803491921']"
811路(横岭总站-嶂背工业区),"['横岭总站', '宝迪化工厂', '开达厂', '横岭路口', '年丰村', '惠盐高速路口', '富地岗', '东城智居中心', '坪地汽车站', '坪东工业区', '坪地街道办', '坪洲百货', '坪地中学东', '怡心广场', '鼎尚华庭', '金水桥工业区', '香园新村', '香园路口', '九里香', '坪西村委', '展丰万家', '坪西市场', '坪西路口', '低山村', '新生社区', '龙岗中心医院', '双龙地铁站①', '龙岗长途客运站', '海航城', '南联地铁站', '南联天桥', '龙城广场地铁站②', '龙城广场', '龙岗文化中心', '建设大厦', '世贸百货', '万科广场', '鸿基花园', '岗贝社区', '爱联小学', '爱联地铁站', '爱联社区', '爱新路口', '爱新小区', '嶂背桥头', '园湖科技园', '联城广场', '明峰大厦', '赐昱', '嶂背综合市场', '鸿源商场', '嶂背工业区']","['114.35413696679353,22.774657029296346', '114.35059701427153,22.772694974981317', '114.34861598113103,22.771954032136833', '114.34515301339121,22.772153972140394', '114.33768701663914,22.771990021359343', '114.3315670408628,22.772403980036348', '114.32851100551885,22.774426019542904', '114.3255730075189,22.77670502634323', '114.3221730109953,22.780270036522705', '114.31907996546437,22.782404998909993', '114.3155349824315,22.77840003194949', '114.31349600858564,22.77519702242406', '114.30943503886802,22.772573012103393', '114.30863096560631,22.774250991694977', '114.30678701388658,22.777998004237652', '114.30488700790305,22.77873899719327', '114.29939701378063,22.77795002074236', '114.29392103322417,22.77547201655097', '114.29028002133234,22.772012014768364', '114.29048501464963,22.768585998249993', '114.29260501565248,22.76754502983991', '114.29257896479271,22.765920953126038', '114.29191502719051,22.758890976624436', '114.28934497512729,22.75279399042297', '114.2889870003817,22.747471973080902', '114.28832997973193,22.741319975384553', '114.28439504227731,22.735021034807595', '114.2788359684612,22.73219799489002', '114.2752679888073,22.730070988661662', '114.27220000600008,22.72829195775539', '114.2679469785645,22.726182974131486', '114.26187003162205,22.72352900980496', '114.25901898959543,22.72428496908815', '114.25897003194514,22.727548021224486', '114.25608602210632,22.727406016967592', '114.25349503952474,22.72503500719522', '114.24976698182901,22.721680971168226', '114.24826097264203,22.716394982919088', '114.24709703819315,22.712690017612708', '114.24257999876826,22.706920007661488', '114.24119499133343,22.70462598760322', '114.23885104276702,22.70090903081885', '114.23929103280567,22.69878303303101', '114.24129102019242,22.69757698580869', '114.24387400785496,22.69530097898267', '114.24596104104559,22.69144397490938', '114.24936103756919,22.69127700869057', '114.25071002295307,22.691588017492954', '114.25281097987913,22.69205198694951', '114.25618797978167,22.692860970495826', '114.26051996827155,22.695205036598594', '114.26273402186126,22.697464040757566']"
